,Artist,Song,Days,T10,Pk,Total,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
1428,Kylie Minogue,Santa Baby,11,,53,7878634,2SBr3MK1sdMs8IxdRcN6qz,0.749,0.675,201653,0.384,0.0,1,0.167,-7.12,1,0.0449,86.952,4,0.416
1429,DJ Khaled,Gold Slugs,28,,99,7799018,3NMNNcNGnNz7bBSCinr5hv,0.323,0.403,258600,0.919,0.0,0,0.382,-1.925,1,0.28,117.435,5,0.608
1430,Logic,Flexicution,22,,98,7788622,2c8sgbZoEanC3QyFNZxUcA,0.0581,0.772,218947,0.701,0.00159,0,0.106,-6.605,0,0.0724,159.954,4,0.69
1431,Eminem,Remind Me,7,,26,7777963,0OMt4Qyetdbw2eUEvKBdHH,0.125,0.764,225173,0.867,0.0,4,0.717,-3.856,1,0.296,93.969,4,0.767
1432,Miriam Bryant,Ett sista glas,31,,121,7771868,1SZDQMXX1FrA97YY7Lt3Fj,0.0374,0.661,186086,0.373,0.0,10,0.107,-9.14,0,0.0322,120.031,4,0.395
1433,Thomas Gold,Magic,18,,168,7768189,5abwHwUhywLGNli5NDcEN7,0.0454,0.62,170502,0.87,0.000731,8,0.0974,-5.174,1,0.0494,105.05,4,0.428
1434,Michael Bublé,Santa Baby,22,,55,7722359,3m2gfwcxl77ojJTWH3wZkb,0.835,0.641,231627,0.0964,2.95e-05,9,0.11,-12.996,0,0.0399,76.273,4,0.357
1435,Sia,Move Your Body - Alan Walker Remix,22,,151,7721568,6LUOMjoORvAkdhBYvESO46,0.0834,0.636,217907,0.789,0.000896,10,0.391,-4.905,0,0.0892,128.028,4,0.4
1436,Bing Crosby,Winter Wonderland,9,,42,7691228,5VEuraNSVxMTzDTtrmL3lQ,0.769,0.648,144827,0.228,0.0,3,0.0983,-12.335,1,0.0454,125.526,4,0.503
1437,Drake,I'm The Plug,27,,91,7674013,6bqtKURdSWkInAJHDkuaL0,0.000416,0.829,180000,0.527,0.000893,0,0.131,-9.279,1,0.252,160.1,4,0.245
1438,Dej Loaf,Back Up,31,,139,7581002,0sr5LOMv4x0jmTYfe6oOvP,0.147,0.816,241267,0.535,4.53e-06,9,0.176,-8.302,1,0.338,80.012,4,0.435
1439,Drake,6 Man,28,,58,7573074,6I9CRrzpTrfkqo6KTfkpYZ,0.239,0.632,167653,0.546,0.0,4,0.114,-9.311,1,0.54,83.114,4,0.372
1440,Boney M.,Mary's Boy Child / Oh My Lord,11,,58,7570699,6YnzBV7YkaXZNCK3tlnCfg,0.204,0.776,243400,0.703,0.0,0,0.336,-10.696,1,0.0427,112.534,4,0.939
1441,Harry Styles,Two Ghosts,12,,56,7522759,4B1rpPmQXwj78wk6aIGwwU,0.234,0.386,229813,0.407,1.86e-06,6,0.0999,-7.095,0,0.0268,69.387,4,0.456
1442,Kygo,ID - Ultra Music Festival Anthem,27,,60,7482839,4SBqydJCEhcroni09XgT2c,0.623,0.686,289987,0.678,0.719,10,0.0971,-8.063,1,0.0425,105.005,4,0.338
1443,Childish Gambino,Me and Your Mama,15,,61,7482189,4TDoUr2meaXsfbPFMdrqOE,0.0116,0.555,379213,0.454,0.0294,5,0.0708,-11.806,1,0.0338,118.003,3,0.214
1444,One Direction,Wolves,18,,60,7462586,4hJfmMjy3wFIOknfYwhouY,0.114,0.627,241533,0.818,0.0,5,0.0504,-4.243,1,0.057,123.456,4,0.527
1445,Panic! At The Disco,Emperor's New Clothes,26,,92,7376277,3px2rAPu74ltbkf9eZsZ8h,0.00302,0.562,158667,0.904,0.0,1,0.0433,-4.947,1,0.0807,94.481,4,0.651
1446,Lean Trap,La Modelo,13,,174,7270153,76DNqvSyzL9VCkhlnByqLf,0.236,0.822,248036,0.743,0.0346,1,0.124,-2.152,1,0.0449,98.049,4,0.744
1447,Gucci Mane,Met Gala,15,,143,7269007,2XaInsPPUkZRkY4uFJ3AHK,0.052,0.817,209143,0.587,0.00165,2,0.185,-6.502,1,0.108,140.062,4,0.352
1448,Fall Out Boy,Fourth Of July,24,,73,7249962,3CBWtVFHhxeaHVm4VverBG,0.142,0.486,224360,0.973,0.00561,4,0.428,-3.373,0,0.111,160.012,4,0.542
1449,Kendrick Lamar,untitled 03 | 05.28.2013.,13,,27,7247423,2fgAJeky8Cpsr8Cfvn2NVp,0.594,0.825,154347,0.547,2.77e-06,1,0.149,-12.496,1,0.263,104.019,4,0.545
1450,Coldplay,Viva La Vida,29,,100,7247114,1mea3bSkSGXuIRvnydlB5b,0.0941,0.485,242373,0.619,3.31e-06,5,0.109,-7.115,0,0.0289,138.017,4,0.416
1451,David Guetta,Light My Body Up,12,,77,7226876,3vgNmjuRDnGLxUFGCLkwpm,0.00365,0.699,225616,0.66,0.0,6,0.139,-7.013,0,0.0861,145.937,4,0.689
1452,Sido,Astronaut,32,,135,7182960,0pQr5WsobmdZHnuObT0sc2,0.166,0.675,238213,0.648,0.0,8,0.0904,-6.867,0,0.249,149.953,4,0.385
1453,Peg Parnevik,Ain't No Saint,19,,69,7149446,2c1EGwagV1sT73NimGsqIh,0.016,0.55,187360,0.763,0.00013,4,0.344,-3.72,0,0.0363,84.637,4,0.531
1454,Drake,Madonna,24,,54,7114988,5jangMgDgpE6CdtpqYBdDl,0.0148,0.893,177840,0.506,4.12e-05,2,0.434,-8.762,1,0.0552,110.018,4,0.128
1455,George Ezra,Blame It on Me,49,,120,7109516,2Zgnaip1c876zmBhz9HifI,0.439,0.544,195547,0.745,0.0,3,0.348,-3.401,1,0.0276,103.971,4,0.455
1456,*NSYNC,"Merry Christmas, Happy Holidays",10,,74,7081302,4v9WbaxW8HdjqfUiWYWsII,0.103,0.642,255307,0.939,0.0,5,0.881,-3.967,1,0.0463,105.003,4,0.756
1457,Sam Smith,No Peace,11,,96,7074281,5ZX1X9Rl4zbx1Wwyn3idVD,0.35,0.659,283295,0.54,2.84e-06,4,0.119,-8.065,0,0.077,135.655,4,0.139
1458,Nicki Minaj,Black Barbies,15,,129,7038448,3y9cCbnBn0zjkJa2YkOj70,0.0734,0.803,254080,0.585,2.87e-05,0,0.201,-5.39,1,0.087,146.02,4,0.241
1459,Linkin Park,One More Light,11,,62,7034941,3xXBsjrbG1xQIm1xv1cKOt,0.904,0.593,255067,0.2,0.0,8,0.0897,-11.063,1,0.0311,83.966,4,0.17
1460,Eminem,Bad Husband,7,,47,7030061,5p9ufaI7TwrlXtmiKCz3q3,0.083,0.51,287893,0.72,0.0,10,0.118,-5.157,0,0.317,94.289,3,0.451
1461,Eminem,Guts Over Fear,45,,103,7029198,4Yv6T3BqrdDqaklemAWgfl,0.346,0.638,300387,0.851,0.0,10,0.261,-4.319,0,0.213,139.761,4,0.515
1462,Bruno Mars,Chunky,15,,65,7015640,0mBKv9DkYfQHjdMcw2jdyI,0.0208,0.571,186973,0.539,0.0,5,0.125,-4.446,0,0.116,202.103,4,0.727
1463,Harry Styles,Meet Me in the Hallway,11,,55,6966454,4u9Y4Z9i9VaAbBK7rW1Rha,0.747,0.537,227200,0.383,0.00025,2,0.356,-6.528,1,0.0247,104.252,4,0.339
1464,Grey,I Miss You,16,,175,6905815,4ANIyqDu9QunO1w6DqCDTJ,0.363,0.7,192320,0.754,0.0,4,0.12,-5.249,1,0.0905,101.984,4,0.709
1465,Migos,Supastars,7,,22,6888828,7yt6eiZQCkVFEzwGp4Pbor,0.25,0.781,293138,0.676,0.0,1,0.0783,-4.387,1,0.0596,75.944,4,0.328
1466,Miley Cyrus,Younger Now,12,,70,6861310,0B48113ZG9UfkWWt7qD9xX,0.00124,0.551,248782,0.869,3.03e-05,9,0.164,-5.043,1,0.0606,121.91,4,0.297
1467,Young Thug,Best Friend,27,,174,6833107,33JcUj9qQDayKswunZP9ar,0.0358,0.959,213000,0.598,0.0,8,0.358,-5.534,1,0.0713,127.029,4,0.408
1468,Ed Sheeran,Bloodstream,42,,151,6812893,5v4sZRuvWDcisoOk1PFv6T,0.529,0.66,300253,0.316,0.000294,3,0.104,-11.567,0,0.0364,91.207,4,0.543
1469,The Beach Boys,Little Saint Nick,9,,47,6808803,5xlS0QkVrSH7ssEbBgBzbM,0.108,0.602,118840,0.553,0.0,11,0.0512,-9.336,1,0.0328,130.594,4,0.971
1470,A$AP Rocky,Electric Body,23,,55,6778112,6br4Pc0BzU6dTD5fEmks2i,0.492,0.897,255253,0.598,0.0014,2,0.0646,-7.164,1,0.0466,119.966,4,0.528
1471,Future,Rent Money,10,,53,6773292,4Zxdw0Hno7YDu0IzvY76Qo,0.0331,0.694,265366,0.493,2.04e-06,1,0.431,-8.581,1,0.373,166.457,4,0.313
1472,One Direction,Hey Angel,14,,41,6761970,4fLTtg48X0QtKrj0Jv8I3v,0.0202,0.523,240000,0.883,0.0,8,0.116,-2.956,1,0.0365,92.215,4,0.35
1473,Bryson Tiller,Run Me Dry,13,,132,6755415,5GG3knKdxKWrNboRijxeKF,0.393,0.646,169267,0.756,3.23e-05,9,0.202,-9.017,0,0.487,193.881,4,0.596
1474,Gabriel Rios,Gold - Thomas Jack Radio Edit,47,,138,6749056,6eWsgrQLZhLqy5VfGB9iFs,0.165,0.758,196311,0.51,0.0755,1,0.272,-10.645,1,0.0393,102.992,4,0.27
1475,ZAYN,sHe,13,,44,6707899,48qaQk75LoWs5qgsZgbkA5,0.0461,0.555,189960,0.532,0.0,8,0.117,-7.349,1,0.0765,91.245,4,0.668
1476,The Script,Hall of Fame,47,,145,6666888,7wMq5n8mYSKlQIGECKUgTX,0.0653,0.421,202533,0.873,0.0,10,0.123,-4.343,1,0.0565,84.803,4,0.63
1477,Queen,Thank God It's Christmas - Non-Album Single,8,,56,6587451,05X6aMCQR09E6smUmw9qms,0.214,0.296,261627,0.421,0.0,7,0.232,-8.891,1,0.0285,83.425,5,0.335
1478,Zhu,Faded,38,,102,6578456,27ImR3LOSWgzqrABxD92uq,0.00864,0.861,223387,0.475,0.119,9,0.122,-7.195,0,0.0487,124.96,4,0.599
1479,One Direction,Long Way Down,15,,59,6545112,2UFOh8iMQ2DON7sl3lqGJH,0.0772,0.633,192160,0.565,2.31e-05,0,0.168,-5.179,1,0.0242,145.001,4,0.539
1480,Drake,Plastic Bag,24,,89,6540239,76kyKtPLsFbQkdQ86QrkF4,0.0107,0.842,202085,0.471,0.0,1,0.154,-6.586,1,0.321,170.986,3,0.349
1481,Martin Solveig,Intoxicated,28,,89,6521392,03tJhmP71vPD7pIenJlWJ6,0.00435,0.792,159560,0.688,0.00477,0,0.0972,-4.008,1,0.0386,124.987,4,0.502
1482,Lil Pump,Designer,11,,109,6492766,1LXbv9jiTtdBdHadZ317Gt,0.205,0.864,144560,0.484,0.0,6,0.248,-9.159,0,0.344,160.052,4,0.534
1483,Kid Ink,Hotel,30,,99,6463582,7EKOezTOQmncyU306Ltdd9,0.00497,0.78,218880,0.581,0.0,10,0.215,-6.996,0,0.17,102.87,4,0.693
1484,Nick Jonas,Chains,32,,117,6423444,5OfgGVovaV6pd9kQZUSRP7,0.0141,0.541,203107,0.597,0.0,0,0.0753,-5.876,0,0.0486,151.913,4,0.123
1485,One Direction,Walking in the Wind,15,,62,6414040,1ZycJRpLOazlLcoFGxGROO,0.0829,0.687,202640,0.447,0.0,8,0.0878,-6.586,1,0.0486,114.578,4,0.501
1486,Coldplay,Paradise,42,,102,6391118,6nek1Nin9q48AVZcWs9e9D,0.0522,0.449,278719,0.585,8.49e-05,5,0.0833,-6.762,1,0.0268,139.627,4,0.203
1487,Migos,White Sand,7,,40,6377885,2KokOIKdw4zZutDil85Ugh,0.0317,0.833,202835,0.58,0.0,5,0.272,-7.57,0,0.0824,142.104,4,0.419
1488,Migos,Call Casting,12,,85,6368732,0jOfl1nZf6sVBTG08Q4brn,0.0962,0.852,232705,0.727,0.0,1,0.154,-4.851,1,0.267,130.014,4,0.496
1489,Oliver Heldens,Gecko (Overdrive),41,,108,6344676,483XiZ5o13Cc1zoWV7jGml,0.00521,0.609,165441,0.885,1.15e-05,0,0.336,-5.469,1,0.0642,124.959,4,0.76
1490,21 Savage,My Choppa Hate Niggas,9,,76,6343859,2D2w9943rsnJOGCrI4aMQp,0.0974,0.862,148640,0.274,0.185,0,0.183,-5.818,0,0.484,77.493,4,0.146
1491,Pitbull,El Taxi - Original Version,30,,136,6316584,0uACB4xtUGiozU7aTU10QU,0.102,0.896,324173,0.713,0.0,7,0.0572,-6.347,1,0.226,95.014,4,0.898
1492,Eminem,Tragic Endings,7,,54,6300947,107CfwBqfICzcKur8k7UCA,0.429,0.634,252027,0.771,0.0,4,0.689,-4.957,0,0.295,80.971,4,0.522
1493,Frank Ocean,Nikes,16,,102,6281475,1ZyjmRCQy5J11z5gqywVvP,0.692,0.631,314075,0.396,0.000238,8,0.109,-9.646,1,0.091,137.989,4,0.129
1494,Sam Smith,Midnight Train,9,,94,6272689,1A85fOmviQuGgkF6Lww6Nd,0.336,0.722,207164,0.615,3.96e-05,4,0.185,-7.098,1,0.0723,95.967,4,0.392
1495,Avicii,Pure Grinding,27,,128,6264030,5xbFkdL9vW2uPlBXL3Upw0,0.079,0.708,171960,0.755,8.62e-06,2,0.105,-3.438,1,0.0552,104.005,4,0.304
1496,Kanye West,Highlights,16,,82,6252272,4dmCMIu39DqyalBCENwSxk,0.00568,0.542,199867,0.631,0.0,2,0.304,-6.232,1,0.19,101.948,4,0.37
1497,Kendrick Lamar,untitled 07 | 2014 - 2016,12,,43,6249068,40IQooNkPRVtn4zlE3ZFpA,0.738,0.567,496173,0.455,0.0,6,0.708,-11.75,0,0.496,127.002,4,0.351
1498,Panic! At The Disco,Bohemian Rhapsody,19,,141,6220027,2YSbHu9XF4bNYWt3MnIhgE,0.175,0.386,363114,0.562,9.17e-06,10,0.209,-4.363,1,0.03,72.945,4,0.228
1499,BTS,Best Of Me,9,,66,6178432,2tdq0CeAGSfhI2l4Gwkvgx,0.0298,0.651,227191,0.756,0.0,8,0.396,-4.388,1,0.0762,121.96,4,0.473
1500,5 Seconds of Summer,She Looks So Perfect,43,,48,6159336,6Ke4VWTW4M7wLZkIvstgeH,0.00062,0.495,202496,0.959,0.0,9,0.358,-4.241,1,0.136,160.014,4,0.434
1501,"Tyler, The Creator",911 / Mr. Lonely,12,,130,6159122,4bEcoz1OcfMgUbp2ft8ieQ,0.0456,0.48,255653,0.61,0.0,0,0.313,-7.042,1,0.305,90.034,4,0.297
1502,JAY Z,Numb/Encore,8,,49,6157893,5sNESr6pQfIhL3krM8CtZn,0.0603,0.687,205733,0.793,0.0,2,0.582,-4.254,1,0.166,107.045,4,0.751
1503,CRO,Bye Bye,29,,127,6145306,2xI6xJ9k6v5xv6zDW4ttKg,0.19,0.625,204121,0.54,0.0,9,0.976,-9.472,1,0.114,80.013,4,0.489
1504,Lil Dicky,$ave Dat Money,23,,123,6136573,6AoYWCzsDls6c61Zp5qTuU,0.114,0.858,290836,0.697,0.0,2,0.224,-5.361,1,0.23,98.012,4,0.364
1505,The Weeknd,Reminder - Remix,12,,106,6125527,7F1LWA9sIlTorHUo4amGqk,0.149,0.745,221968,0.65,0.0,0,0.107,-5.992,0,0.227,159.994,4,0.521
1506,The Chainsmokers,Inside Out,21,,152,6104528,7sG2bWi2eDtvX9vX8yC1Gn,0.00308,0.545,233773,0.65,7.98e-06,7,0.122,-5.853,0,0.0315,143.937,4,0.121
1507,KDA,Turn The Music Louder (Rumble),23,,115,6103100,0snUP8dDrVnETFofbVaKFT,0.0631,0.768,201455,0.8,0.0,10,0.0893,-5.74,0,0.0876,122.988,4,0.639
1508,Michael Bublé,Blue Christmas,21,,45,6070526,0QUxMKYur7kAtauLnmyBCc,0.192,0.341,221707,0.64,4.61e-05,5,0.268,-4.432,1,0.0378,86.006,4,0.351
1509,Huncho Jack,Modern Slavery,7,,27,6036797,7J6bnDDitOwfelaJNixHhL,0.00158,0.737,148560,0.737,0.0,4,0.28,-3.72,0,0.238,134.066,4,0.5
1510,Little Mix,Power,14,,176,6036373,4BJ5T8ZZZ3UrPG7k0OVQrp,0.0405,0.568,242283,0.863,5.97e-06,7,0.211,-4.093,1,0.304,173.007,4,0.438
1511,Shawn Mendes,Something Big,36,,148,6032749,5f0WLQquCf955JPSnt7JvR,0.00779,0.699,161440,0.854,0.0,7,0.138,-3.874,0,0.0427,112.027,4,0.747
1512,The Cranberries,Zombie,7,,33,5978785,6xy6jNeNTYwjnKTDzMyHw2,0.0158,0.309,306440,0.649,0.00595,7,0.367,-8.994,1,0.035,166.915,4,0.313
1513,Gorillaz,Andromeda,10,,86,5972624,0V5zAGdvO780GT3gtdxzLt,0.003,0.788,197547,0.472,0.0322,0,0.59,-9.021,1,0.0475,130.084,4,0.257
1514,David Bowie,Heroes - 1999 Remastered Version,9,1.0,8,5961069,5j6ZZwA9BnxZi5Bk0Ng4jB,0.000265,0.478,370373,0.774,0.585,7,0.191,-6.977,1,0.0292,112.577,4,0.429
1515,Frank Ocean,Ivy,16,,119,5905702,6YJZMNLwxl7am5XZEr7eqY,0.789,0.572,249191,0.385,0.000405,0,0.229,-9.581,1,0.0372,116.448,4,0.454
1516,22 Savage,The Race,12,,170,5889120,0UioblV1x795s55Ur58c6c,0.019,0.788,141009,0.556,0.0,9,0.217,-7.655,1,0.345,80.012,4,0.481
1517,Logic,44 More,4,,35,5888228,6iyp6udVpLuq3MCUulZT4h,0.0717,0.818,188613,0.572,0.0,1,0.101,-7.085,1,0.228,139.968,4,0.236
1518,Mark Ronson,Uptown Funk - Trinidad James Remix,6,,11,5883858,6YhtdyvzbVL3mxrCdMtSxA,0.00885,0.858,262271,0.589,4.3e-05,0,0.0394,-5.392,1,0.0952,114.976,4,0.907
1519,Eminem,Nowhere Fast,7,,60,5879158,6Ww0J5EFjiPxkgZpEkRQVN,0.261,0.708,264173,0.729,0.0,11,0.0692,-4.621,1,0.188,79.024,4,0.644
1520,David Guetta,Titanium,31,,160,5876741,1x6ACsKV4UdWS2FMuPFUiT,0.069,0.599,245041,0.803,0.137,0,0.129,-3.641,0,0.0986,126.057,4,0.233
1521,The Chainsmokers,Bloodstream,8,,57,5865388,26AuyrZGzWWiYZPSd3XBIg,0.0317,0.62,224280,0.627,0.0,9,0.172,-5.889,1,0.0259,90.955,4,0.164
1522,Future,Draco,9,,55,5842585,67dyMPOUsbZ9Yg06PnfAAh,0.000668,0.804,225135,0.456,0.0,8,0.31,-7.44,1,0.0468,130.014,4,0.165
1523,One Direction,18,25,,55,5824367,3JjnGLK8IxkNLvo8Lb3KOM,0.22,0.681,248360,0.582,0.0,6,0.119,-7.76,0,0.0313,124.038,4,0.221
1524,The Beatles,Let It Be - Remastered 2009,16,,57,5823841,5V1AHQugSTASVez5ffJtFo,0.631,0.443,243027,0.403,0.0,0,0.111,-8.339,1,0.0322,143.462,4,0.41
1525,Kate Havnevik,Winter Wonderland,25,,49,5812171,6cxMSkjm26EV5ldTwdVq9r,0.768,0.483,160067,0.381,0.000211,7,0.0838,-11.709,1,0.0321,104.908,4,0.183
1526,Big Sean,Sacrifices,10,,79,5794445,1r0faljjM2b876iNoaDUh5,0.284,0.77,287320,0.565,0.0,10,0.257,-7.641,0,0.272,141.999,4,0.394
1527,The Chainsmokers,Don't Say,8,,58,5793291,1pJQAHpD51J7GYaFrrFO9S,0.0199,0.567,228480,0.464,9.31e-06,5,0.269,-9.66,1,0.0302,99.806,4,0.309
1528,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,12,,73,5764258,2uFaJJtFpPDc5Pa95XzTvg,0.912,0.452,117147,0.24,2.45e-06,1,0.175,-14.014,1,0.0351,134.005,4,0.701
1529,Michael Jackson,Thriller,13,,44,5757449,3S2R0EVwBSAVMd5UMgKTL0,0.0855,0.773,357267,0.859,0.00018,11,0.914,-4.913,1,0.0747,118.458,4,0.813
1530,Imagine Dragons,I Don’t Know Why,8,,54,5737540,15dnkAHcHC0vrIUlbiPiqU,0.0058,0.475,190120,0.657,8.81e-06,2,0.181,-7.381,1,0.0708,132.071,4,0.0707
1531,Lorde,Sober,8,,73,5687589,2mNbgyi0gori4b1rFSPgIb,0.2,0.795,197236,0.488,0.00364,6,0.133,-10.349,1,0.192,107.734,4,0.528
1532,Zacari,Redemption,9,,108,5678626,76iVOVsliCHlWqKuDnCfhE,0.132,0.781,222093,0.77,0.0185,11,0.124,-7.085,0,0.0901,125.075,4,0.671
1533,Eminem,Chloraseptic,6,,36,5658006,2MdMjF20umbTe4y2FgdnG8,0.0396,0.894,301147,0.749,0.0,1,0.272,-6.415,1,0.274,132.06,4,0.381
1534,The Neighbourhood,#icanteven,36,,115,5650351,7ehH993HyaSs8LjIsOpbGA,0.104,0.542,234253,0.63,1.57e-05,6,0.0812,-9.41,0,0.0886,113.956,4,0.164
1535,John Mayer,Love On The Weekend,12,,64,5649383,0j2WBxWZnWti5TpSxjJvPb,0.547,0.729,212627,0.546,0.00287,7,0.0651,-9.305,1,0.0285,119.941,4,0.406
1536,Sofia Reyes,"1, 2, 3",8,,108,5645198,4QtiVmuA88tPQiCOHZuQ5b,0.165,0.792,201526,0.895,0.0,1,0.0501,-3.112,0,0.0589,94.968,4,0.794
1537,Nate Ruess,Nothing Without Love,27,,128,5607218,1lAnSi0iSTbto9WnRcnyC1,0.0879,0.565,236773,0.73,0.0,1,0.0652,-4.54,1,0.031,82.058,4,0.408
1538,Samir & Viktor,Bada nakna,19,,103,5594555,68jkh9nqSjpmRtkkA9f0ld,0.195,0.695,191047,0.873,0.0,1,0.21,-4.647,1,0.0529,130.004,4,0.578
1539,Mr. Probz,Nothing Really Matters,39,,120,5591381,7fWSIddv6LJG8ZXJFNVQyi,0.888,0.404,222042,0.225,0.0,4,0.111,-8.829,1,0.0363,135.075,4,0.275
1540,Thomas Jack,Rivers,25,,135,5559513,3NBDgwEAGMj0aKRsU8zoO9,0.149,0.574,207833,0.809,6.99e-06,0,0.129,-5.787,0,0.0565,122.005,4,0.471
1541,Steve Aoki,I Love It When You Cry (Moxoki),26,,108,5556802,6vscP7Fweq7fwosyliwjRq,0.0246,0.639,191653,0.795,0.000324,9,0.509,-3.535,1,0.0416,128.013,4,0.454
1542,Panic! At The Disco,Victorious,20,,111,5545451,6od5hFv9IT5JHc7NEF9HRv,0.00205,0.57,178600,0.865,0.0,8,0.404,-4.518,1,0.0472,110.01,4,0.691
1543,Calvin Harris,Nuh Ready Nuh Ready,8,,64,5540145,2rYyq0b3XWwmWl0k727OVG,0.063,0.754,184172,0.779,2.81e-05,1,0.0758,-3.288,0,0.0387,116.003,4,0.41
1544,Juan Magán,Baila Conmigo,18,,173,5537356,772io14jrMTxGJbijtDccQ,0.0866,0.875,196360,0.709,1.71e-05,6,0.0604,-6.692,0,0.0923,99.948,4,0.793
1545,Drake,Jungle,21,,64,5520273,7cTrekacPXjNTQuEJGN4Ee,0.618,0.69,320400,0.235,0.000144,7,0.107,-8.651,1,0.0541,99.906,4,0.378
1546,One Direction,Stockholm Syndrome,24,,62,5497730,6AzCBeiDuUXGXjznBufswB,0.0734,0.678,214720,0.933,0.0,2,0.0863,-4.959,1,0.14,120.572,4,0.336
1547,Camila Cabello,All These Years,7,,58,5469620,4XLu3tTSZiPFVC9mmuR6Zp,0.609,0.732,164373,0.436,0.0,1,0.108,-7.409,0,0.117,94.852,4,0.475
1548,Justin Timberlake,Man of the Woods,7,,53,5468425,4KTU5aa5s547f1JF5DImhF,0.315,0.624,243987,0.452,1.02e-05,0,0.311,-8.206,1,0.0681,199.775,4,0.724
1549,BTS,Go Go,9,,102,5465447,5nq1uTNIR1cBR72T87viS0,0.171,0.856,235780,0.617,0.0,10,0.0857,-5.308,0,0.0841,136.082,4,0.759
1550,John Newman,Love Me Again,38,,114,5458691,7v6EVHw0iUL8ww77IaoLCZ,0.00393,0.497,239894,0.888,0.000562,2,0.0968,-4.715,0,0.0452,126.046,4,0.236
1551,Drake,Change Locations,20,,106,5448267,4gowy3WT6D1yhMLgRBlf9C,0.0224,0.787,220862,0.338,1.05e-06,0,0.118,-10.112,1,0.384,137.848,4,0.197
1552,David Bowie,Life On Mars? - 1999 Remastered Version,9,,19,5444207,1C9NuEa1wOF15EOBuWaaxS,0.53,0.44,223413,0.591,1.03e-05,10,0.171,-7.859,1,0.0369,121.398,4,0.373
1553,Eartha Kitt,Santa Baby,9,,52,5428177,1vZKP9XURuqMp1SpXGnoyb,0.896,0.704,206507,0.103,0.0,5,0.192,-15.056,0,0.0609,84.511,4,0.469
1554,The Weeknd,Angel,18,,75,5408849,5JvTl9PGOapS3D7BIGjlSk,0.104,0.626,377347,0.579,0.0,3,0.133,-7.558,0,0.0429,127.973,4,0.327
1555,Jessie Ware,Say You Love Me,33,,102,5405054,7fex2V7RzWl9nCKyILjibB,0.162,0.387,257484,0.413,1.56e-05,7,0.262,-8.95,1,0.0559,173.73,3,0.249
1556,French Montana,A Lie,8,,79,5403822,1vVNlXi8gf8tZ7OhnEs4VE,0.0235,0.516,226790,0.792,0.0,1,0.404,-5.38,0,0.216,121.189,5,0.524
1557,SNBRN,Raindrops,25,,101,5386683,6PjitpdnGluMNLv0VeCVe5,0.111,0.663,203049,0.777,0.0149,5,0.0498,-5.464,0,0.0301,123.035,4,0.238
1558,Ed Sheeran,Shape of You - Stormzy Remix,11,,149,5375492,2NHSYwGkAvPHzCinY0KwXo,0.595,0.609,231261,0.674,0.0,1,0.203,-3.007,0,0.202,127.656,3,0.789
1559,Zara Larsson,Carry You Home,32,,142,5368601,7rifG1CXTldJ51bSyGvTBh,0.575,0.571,253913,0.616,0.0,3,0.0919,-5.506,1,0.043,110.841,4,0.343
1560,Kendrick Lamar,Alright,12,,33,5352821,3iVcZ5G6tvkXZkZKlMpIUs,0.0734,0.791,219333,0.779,0.0,7,0.0832,-5.972,1,0.235,110.037,4,0.56
1561,Felix Jaehn,Book Of Love,21,,141,5346337,3t0h32ZYlUCXAn37IIIOaS,0.137,0.659,198439,0.835,0.0158,9,0.218,-4.892,0,0.0281,125.021,4,0.46
1562,Kygo,I'm in Love,16,,82,5325630,6Jb3dtc7aHeh6z4u2KUt0H,0.27,0.633,212102,0.599,0.00671,9,0.128,-7.062,1,0.0576,140.072,4,0.274
1563,Ariana Grande,Greedy,14,,103,5324747,0oWdtU4ius3XfFkEm0elVq,0.0392,0.631,214907,0.707,0.0,1,0.104,-5.273,1,0.0893,109.983,4,0.876
1564,Calvin Harris,Open Wide,31,,98,5322950,64j3Bd62HTe0pclk8Aq9BE,0.0698,0.76,187547,0.943,0.0,1,0.525,-2.703,1,0.0363,127.976,4,0.686
1565,Big Sean,Jump Out The Window,9,,86,5312861,1jQsKN68yE94tMYml0wHMd,0.147,0.745,213693,0.714,0.0,1,0.132,-6.729,1,0.0768,136.972,4,0.554
1566,Tinashe,Pretend,35,,122,5299347,6phKkVuSzTNEriX3uciCb5,0.269,0.384,232787,0.45,2.52e-05,6,0.138,-10.485,0,0.193,89.598,4,0.0874
1567,Kygo,Carry Me,17,,151,5288152,3FZEv9JddkjHNFiMVxJYpS,0.486,0.621,233133,0.551,0.0,7,0.115,-7.89,1,0.0474,105.052,4,0.222
1568,Gorillaz,Ascension,9,,86,5255590,4xmauQDU8n3QZ2kzfa3wTH,0.594,0.676,155973,0.905,0.0,1,0.154,-2.569,1,0.147,152.186,4,0.519
1569,Camila Cabello,Consequences,7,,61,5251458,7sTtHHrD0zDpmzQzH3zegz,0.889,0.455,178467,0.292,0.0,0,0.106,-6.792,1,0.0563,84.339,5,0.43
1570,Harry Styles,Woman,9,,77,5238555,33bURv895AN4FkBvgFo2dx,0.0169,0.624,278800,0.647,0.0038,3,0.221,-4.68,0,0.0335,136.022,4,0.379
